t_mono,wall_ts,model,phase,gpu_w,gpu_temp_c,cpu_temp_c,cpu_pct
10634.128,,llama3.2:1b,run2_p10,96.05,59.0,,
10634.652,,llama3.2:1b,run2_p10,105.93,59.0,,
10635.180,,llama3.2:1b,run2_p10,106.40,59.0,,
10635.710,,llama3.2:1b,run2_p11,78.58,57.0,,
10636.236,,llama3.2:1b,run2_p11,69.49,51.0,,
10636.832,,llama3.2:1b,run2_p11,97.93,59.0,,
10637.357,,llama3.2:1b,run2_p11,107.28,59.0,,
10637.886,,llama3.2:1b,run2_p11,107.53,59.0,,
10638.411,,llama3.2:1b,run2_p11,107.49,59.0,,
10638.935,,llama3.2:1b,run2_p11,107.57,59.0,,
10639.462,,llama3.2:1b,run2_p11,108.02,60.0,,
10639.988,,llama3.2:1b,run2_p11,108.19,59.0,,
10640.514,,llama3.2:1b,run2_p11,108.12,60.0,,
10641.039,,llama3.2:1b,run2_p11,108.24,60.0,,
10641.563,,llama3.2:1b,run2_p11,108.53,60.0,,
10642.094,,llama3.2:1b,run2_p12,86.02,53.0,,
10642.619,,llama3.2:1b,run2_p12,79.33,58.0,,
10643.149,,llama3.2:1b,run2_p12,92.39,59.0,,
10643.692,,llama3.2:1b,run2_p12,106.09,59.0,,
10644.238,,llama3.2:1b,run2_p13,77.56,52.0,,
10644.782,,llama3.2:1b,run2_p13,71.75,57.0,,
10645.330,,llama3.2:1b,run2_p13,94.22,59.0,,
10645.859,,llama3.2:1b,run2_p13,106.06,59.0,,
10646.395,,llama3.2:1b,run2_p13,106.25,59.0,,
10646.920,,llama3.2:1b,run2_p13,106.58,59.0,,
10647.457,,llama3.2:1b,run2_p13,106.53,59.0,,
10647.986,,llama3.2:1b,run2_p13,106.74,59.0,,
10648.517,,llama3.2:1b,run2_p14,89.93,59.0,,
10649.063,,llama3.2:1b,run2_p14,80.37,51.0,,
10649.603,,llama3.2:1b,run2_p14,96.84,59.0,,
10650.134,,llama3.2:1b,run2_p14,105.94,59.0,,
10650.665,,llama3.2:1b,run2_p14,106.27,59.0,,
10651.192,,llama3.2:1b,run2_p14,106.50,59.0,,
10651.718,,llama3.2:1b,run2_p14,106.61,59.0,,
10652.247,,llama3.2:1b,run2_p14,106.91,59.0,,
10652.774,,llama3.2:1b,run2_p14,107.22,59.0,,
10653.299,,llama3.2:1b,run3_p0,106.64,59.0,,
10653.840,,llama3.2:1b,run3_p1,79.27,52.0,,
10654.375,,llama3.2:1b,run3_p2,61.60,52.0,,
10654.922,,llama3.2:1b,run3_p3,60.51,51.0,,
10655.457,,llama3.2:1b,run3_p4,57.13,52.0,,
10655.990,,llama3.2:1b,run3_p5,64.51,56.0,,
10656.525,,llama3.2:1b,run3_p5,78.56,57.0,,
10657.059,,llama3.2:1b,run3_p6,65.30,51.0,,
10657.582,,llama3.2:1b,run3_p6,69.34,56.0,,
10658.104,,llama3.2:1b,run3_p6,91.52,58.0,,
10658.629,,llama3.2:1b,run3_p6,106.21,58.0,,
10659.153,,llama3.2:1b,run3_p6,106.88,59.0,,
10659.678,,llama3.2:1b,run3_p6,107.16,59.0,,
10660.204,,llama3.2:1b,run3_p6,107.49,59.0,,
10660.739,,llama3.2:1b,run3_p7,104.85,59.0,,
10661.279,,llama3.2:1b,run3_p7,98.06,57.0,,
10661.865,,llama3.2:1b,run3_p7,99.74,59.0,,
10662.391,,llama3.2:1b,run3_p7,105.96,59.0,,
10662.929,,llama3.2:1b,run3_p7,106.43,59.0,,
10663.469,,llama3.2:1b,run3_p7,106.51,59.0,,
10664.016,,llama3.2:1b,run3_p8,79.18,59.0,,
10664.546,,llama3.2:1b,run3_p8,74.32,51.0,,
10665.069,,llama3.2:1b,run3_p8,95.06,58.0,,
10665.603,,llama3.2:1b,run3_p8,105.25,58.0,,
10666.127,,llama3.2:1b,run3_p8,105.72,58.0,,
10666.669,,llama3.2:1b,run3_p8,106.49,59.0,,
10667.200,,llama3.2:1b,run3_p9,106.83,59.0,,
10667.729,,llama3.2:1b,run3_p9,99.77,59.0,,
10668.261,,llama3.2:1b,run3_p9,99.21,58.0,,
10668.793,,llama3.2:1b,run3_p9,105.55,59.0,,
10669.322,,llama3.2:1b,run3_p10,90.75,53.0,,
10669.849,,llama3.2:1b,run3_p10,84.03,58.0,,
10670.375,,llama3.2:1b,run3_p10,91.48,59.0,,
10670.901,,llama3.2:1b,run3_p10,105.39,59.0,,
10671.427,,llama3.2:1b,run3_p10,106.15,59.0,,
10671.957,,llama3.2:1b,run3_p11,89.63,53.0,,
10672.525,,llama3.2:1b,run3_p11,83.96,58.0,,
10673.051,,llama3.2:1b,run3_p11,95.36,59.0,,
10673.582,,llama3.2:1b,run3_p11,106.43,59.0,,
10674.109,,llama3.2:1b,run3_p11,106.82,59.0,,
10674.644,,llama3.2:1b,run3_p11,106.89,59.0,,
10675.176,,llama3.2:1b,run3_p11,106.96,59.0,,
10675.706,,llama3.2:1b,run3_p11,107.23,59.0,,
10676.238,,llama3.2:1b,run3_p11,107.63,59.0,,
10676.768,,llama3.2:1b,run3_p11,107.73,59.0,,
10677.295,,llama3.2:1b,run3_p11,107.71,59.0,,
10677.820,,llama3.2:1b,run3_p11,107.17,59.0,,
10678.349,,llama3.2:1b,run3_p12,76.36,53.0,,
10678.876,,llama3.2:1b,run3_p12,69.37,55.0,,
10679.406,,llama3.2:1b,run3_p12,93.51,59.0,,
10679.932,,llama3.2:1b,run3_p12,105.07,59.0,,
10680.467,,llama3.2:1b,run3_p13,83.44,57.0,,
10681.043,,llama3.2:1b,run3_p13,73.18,53.0,,
10681.568,,llama3.2:1b,run3_p13,97.70,58.0,,
10682.093,,llama3.2:1b,run3_p13,105.61,59.0,,
10682.618,,llama3.2:1b,run3_p13,106.16,59.0,,
10683.142,,llama3.2:1b,run3_p13,106.95,59.0,,
10683.666,,llama3.2:1b,run3_p13,107.11,59.0,,
10684.219,,llama3.2:1b,run3_p14,93.09,59.0,,
10684.749,,llama3.2:1b,run3_p14,89.03,53.0,,
10685.274,,llama3.2:1b,run3_p14,96.18,58.0,,
10685.802,,llama3.2:1b,run3_p14,105.24,59.0,,
10686.341,,llama3.2:1b,run3_p14,105.44,59.0,,
10686.869,,llama3.2:1b,run3_p14,105.71,59.0,,
10687.412,,llama3.2:1b,run3_p14,105.54,59.0,,
10687.941,,llama3.2:1b,run3_p14,105.81,59.0,,
10688.502,,llama3.2:1b,run3_p14,106.19,59.0,,
10689.029,,llama3.2:1b,run3_p14,106.14,59.0,,
10723.019,,llama3.2:3b,idle,9.13,42.0,,
10723.577,,llama3.2:3b,idle,9.28,42.0,,
10724.106,,llama3.2:3b,idle,9.30,41.0,,
10724.630,,llama3.2:3b,idle,9.23,41.0,,
10725.168,,llama3.2:3b,idle,9.21,41.0,,
10725.711,,llama3.2:3b,idle,9.52,41.0,,
10726.249,,llama3.2:3b,idle,9.46,41.0,,
10726.779,,llama3.2:3b,idle,9.15,41.0,,
10727.316,,llama3.2:3b,idle,9.20,41.0,,
10727.849,,llama3.2:3b,idle,9.20,41.0,,
10728.382,,llama3.2:3b,idle,9.19,41.0,,
10728.912,,llama3.2:3b,idle,9.19,41.0,,
10729.444,,llama3.2:3b,idle,9.21,41.0,,
10729.991,,llama3.2:3b,idle,9.25,41.0,,
10730.522,,llama3.2:3b,idle,9.12,41.0,,
10731.049,,llama3.2:3b,idle,9.22,41.0,,
10731.576,,llama3.2:3b,idle,9.08,41.0,,
10732.104,,llama3.2:3b,idle,9.00,41.0,,
10732.647,,llama3.2:3b,idle,8.93,40.0,,
10733.176,,llama3.2:3b,idle,9.00,40.0,,
10733.704,,llama3.2:3b,idle,8.87,40.0,,
10734.243,,llama3.2:3b,idle,8.85,40.0,,
10734.787,,llama3.2:3b,idle,8.87,40.0,,
10735.319,,llama3.2:3b,idle,8.85,40.0,,
10735.867,,llama3.2:3b,idle,8.80,40.0,,
10736.404,,llama3.2:3b,idle,8.85,40.0,,
10736.936,,llama3.2:3b,idle,8.85,40.0,,
10737.467,,llama3.2:3b,idle,8.84,40.0,,
10738.011,,llama3.2:3b,idle,8.83,40.0,,
10738.550,,llama3.2:3b,idle,8.88,41.0,,
10739.079,,llama3.2:3b,idle,8.77,41.0,,
10739.612,,llama3.2:3b,idle,8.74,41.0,,
10740.149,,llama3.2:3b,idle,8.82,41.0,,
10740.677,,llama3.2:3b,idle,8.87,41.0,,
10741.201,,llama3.2:3b,idle,8.86,41.0,,
10741.726,,llama3.2:3b,idle,8.86,41.0,,
10742.254,,llama3.2:3b,idle,8.88,41.0,,
10742.780,,llama3.2:3b,idle,8.91,41.0,,
10743.330,,llama3.2:3b,run1_p0,8.88,41.0,,
10743.866,,llama3.2:3b,run1_p0,9.12,41.0,,
10744.421,,llama3.2:3b,run1_p0,9.14,41.0,,
10744.948,,llama3.2:3b,run1_p0,8.95,41.0,,
10745.473,,llama3.2:3b,run1_p0,8.89,41.0,,
10746.001,,llama3.2:3b,run1_p0,8.88,41.0,,
10746.528,,llama3.2:3b,run1_p0,8.94,41.0,,
10747.054,,llama3.2:3b,run1_p0,8.88,41.0,,
10747.582,,llama3.2:3b,run1_p0,8.93,41.0,,
10748.112,,llama3.2:3b,run1_p0,9.79,41.0,,
10748.646,,llama3.2:3b,run1_p1,20.63,41.0,,
10749.178,,llama3.2:3b,run1_p2,42.78,42.0,,
10749.707,,llama3.2:3b,run1_p3,60.82,44.0,,
10750.246,,llama3.2:3b,run1_p4,59.69,45.0,,
10750.787,,llama3.2:3b,run1_p5,53.93,45.0,,
10751.319,,llama3.2:3b,run1_p5,80.72,56.0,,
10751.861,,llama3.2:3b,run1_p6,93.65,47.0,,
10752.394,,llama3.2:3b,run1_p6,98.01,57.0,,
10752.923,,llama3.2:3b,run1_p6,111.05,57.0,,
10753.466,,llama3.2:3b,run1_p6,125.70,58.0,,
10754.004,,llama3.2:3b,run1_p6,125.85,59.0,,
10754.542,,llama3.2:3b,run1_p6,125.95,59.0,,
10755.084,,llama3.2:3b,run1_p6,126.46,59.0,,
10755.615,,llama3.2:3b,run1_p7,126.56,59.0,,
10756.145,,llama3.2:3b,run1_p7,118.52,58.0,,
10756.684,,llama3.2:3b,run1_p7,118.57,60.0,,
10757.225,,llama3.2:3b,run1_p7,126.89,60.0,,
10757.766,,llama3.2:3b,run1_p7,127.03,60.0,,
10758.303,,llama3.2:3b,run1_p7,127.60,61.0,,
10758.845,,llama3.2:3b,run1_p7,128.12,61.0,,
10759.375,,llama3.2:3b,run1_p7,128.31,61.0,,
10759.914,,llama3.2:3b,run1_p7,128.53,62.0,,
10760.450,,llama3.2:3b,run1_p7,128.50,62.0,,
10761.002,,llama3.2:3b,run1_p8,102.46,61.0,,
10761.528,,llama3.2:3b,run1_p8,89.86,50.0,,
10762.051,,llama3.2:3b,run1_p8,115.88,61.0,,
10762.574,,llama3.2:3b,run1_p8,128.89,62.0,,
10763.097,,llama3.2:3b,run1_p8,129.24,62.0,,
10763.623,,llama3.2:3b,run1_p8,129.43,62.0,,
10764.150,,llama3.2:3b,run1_p8,129.41,62.0,,
10764.673,,llama3.2:3b,run1_p8,129.75,62.0,,
10765.195,,llama3.2:3b,run1_p8,130.04,63.0,,
10765.720,,llama3.2:3b,run1_p8,130.45,63.0,,
10766.248,,llama3.2:3b,run1_p9,118.67,53.0,,
10766.772,,llama3.2:3b,run1_p9,107.47,62.0,,
10767.293,,llama3.2:3b,run1_p9,109.76,63.0,,
10767.818,,llama3.2:3b,run1_p9,129.88,63.0,,
10768.341,,llama3.2:3b,run1_p9,130.08,63.0,,
10768.873,,llama3.2:3b,run1_p10,102.41,52.0,,
10769.397,,llama3.2:3b,run1_p10,95.12,62.0,,
10769.932,,llama3.2:3b,run1_p10,114.67,63.0,,
10770.456,,llama3.2:3b,run1_p10,130.12,63.0,,
10770.979,,llama3.2:3b,run1_p10,130.40,63.0,,
10771.516,,llama3.2:3b,run1_p11,109.19,53.0,,
10772.044,,llama3.2:3b,run1_p11,96.99,61.0,,
10772.569,,llama3.2:3b,run1_p11,109.58,63.0,,
10773.094,,llama3.2:3b,run1_p11,129.71,63.0,,
10773.620,,llama3.2:3b,run1_p11,130.08,63.0,,
10774.146,,llama3.2:3b,run1_p11,130.50,63.0,,
10774.673,,llama3.2:3b,run1_p11,130.56,63.0,,
10775.207,,llama3.2:3b,run1_p11,130.66,64.0,,
10775.734,,llama3.2:3b,run1_p11,130.89,63.0,,
10776.261,,llama3.2:3b,run1_p11,130.90,63.0,,
10776.791,,llama3.2:3b,run1_p11,130.84,64.0,,
10777.319,,llama3.2:3b,run1_p11,130.59,63.0,,
10777.857,,llama3.2:3b,run1_p11,130.73,63.0,,
10778.400,,llama3.2:3b,run1_p11,131.20,63.0,,
10778.923,,llama3.2:3b,run1_p11,131.51,64.0,,
10779.501,,llama3.2:3b,run1_p11,132.08,64.0,,
10780.038,,llama3.2:3b,run1_p12,106.10,64.0,,
10780.563,,llama3.2:3b,run1_p12,96.22,58.0,,
10781.086,,llama3.2:3b,run1_p12,113.54,63.0,,
10781.608,,llama3.2:3b,run1_p12,130.73,63.0,,
10782.131,,llama3.2:3b,run1_p12,130.79,63.0,,
10782.661,,llama3.2:3b,run1_p12,130.55,63.0,,
10783.206,,llama3.2:3b,run1_p13,104.94,64.0,,
10783.731,,llama3.2:3b,run1_p13,98.57,52.0,,
10784.253,,llama3.2:3b,run1_p13,116.00,63.0,,
10784.786,,llama3.2:3b,run1_p13,130.78,63.0,,
10785.313,,llama3.2:3b,run1_p13,130.81,63.0,,
10785.837,,llama3.2:3b,run1_p13,130.75,64.0,,
10786.364,,llama3.2:3b,run1_p13,131.30,64.0,,
10786.893,,llama3.2:3b,run1_p13,131.74,64.0,,
10787.425,,llama3.2:3b,run1_p13,131.66,64.0,,
10787.946,,llama3.2:3b,run1_p13,131.72,64.0,,
10788.470,,llama3.2:3b,run1_p13,131.97,64.0,,
10789.002,,llama3.2:3b,run1_p13,131.40,64.0,,
10789.539,,llama3.2:3b,run1_p13,131.29,64.0,,
10790.065,,llama3.2:3b,run1_p13,131.71,64.0,,
10790.590,,llama3.2:3b,run1_p13,131.85,64.0,,
10791.121,,llama3.2:3b,run1_p14,112.29,54.0,,
10791.654,,llama3.2:3b,run1_p14,98.33,62.0,,
10792.180,,llama3.2:3b,run1_p14,117.20,63.0,,
10792.715,,llama3.2:3b,run1_p14,130.23,63.0,,
10793.239,,llama3.2:3b,run1_p14,130.73,63.0,,
10793.761,,llama3.2:3b,run1_p14,131.43,64.0,,
10794.286,,llama3.2:3b,run1_p14,131.72,64.0,,
10794.810,,llama3.2:3b,run1_p14,131.70,64.0,,
10795.337,,llama3.2:3b,run1_p14,131.76,64.0,,
10795.865,,llama3.2:3b,run1_p14,131.68,64.0,,
10796.389,,llama3.2:3b,run1_p14,131.88,64.0,,
10796.912,,llama3.2:3b,run1_p14,131.92,64.0,,
10797.440,,llama3.2:3b,run1_p14,131.94,64.0,,
10797.979,,llama3.2:3b,run1_p14,131.84,64.0,,
10798.505,,llama3.2:3b,run1_p14,131.76,64.0,,
10799.036,,llama3.2:3b,run2_p0,103.08,56.0,,
10799.583,,llama3.2:3b,run2_p1,67.74,55.0,,
10800.118,,llama3.2:3b,run2_p1,82.82,59.0,,
10800.641,,llama3.2:3b,run2_p1,117.18,63.0,,
10801.186,,llama3.2:3b,run2_p2,94.66,56.0,,
10801.717,,llama3.2:3b,run2_p3,70.17,57.0,,
10802.261,,llama3.2:3b,run2_p4,62.36,53.0,,
10802.799,,llama3.2:3b,run2_p4,81.67,51.0,,
10803.324,,llama3.2:3b,run2_p5,97.07,62.0,,
10803.857,,llama3.2:3b,run2_p5,101.98,52.0,,
10804.389,,llama3.2:3b,run2_p6,108.76,62.0,,
10804.911,,llama3.2:3b,run2_p6,114.14,54.0,,
10805.435,,llama3.2:3b,run2_p6,114.31,63.0,,
10805.959,,llama3.2:3b,run2_p6,129.58,63.0,,
10806.483,,llama3.2:3b,run2_p6,129.65,63.0,,
10807.013,,llama3.2:3b,run2_p6,130.12,63.0,,
10807.540,,llama3.2:3b,run2_p6,130.12,63.0,,
10808.062,,llama3.2:3b,run2_p6,129.89,63.0,,
10808.589,,llama3.2:3b,run2_p6,130.05,63.0,,
10809.133,,llama3.2:3b,run2_p7,91.69,51.0,,
10809.659,,llama3.2:3b,run2_p7,81.13,62.0,,
10810.182,,llama3.2:3b,run2_p7,111.26,63.0,,
10810.704,,llama3.2:3b,run2_p7,129.75,63.0,,
10811.228,,llama3.2:3b,run2_p7,129.86,63.0,,
10811.761,,llama3.2:3b,run2_p7,129.90,63.0,,
10812.290,,llama3.2:3b,run2_p7,130.36,63.0,,
10812.828,,llama3.2:3b,run2_p7,130.83,63.0,,
10813.353,,llama3.2:3b,run2_p7,130.54,63.0,,
10813.876,,llama3.2:3b,run2_p7,130.18,63.0,,
10814.401,,llama3.2:3b,run2_p7,130.01,63.0,,
10814.945,,llama3.2:3b,run2_p8,107.31,54.0,,
10815.470,,llama3.2:3b,run2_p8,93.69,61.0,,
10815.997,,llama3.2:3b,run2_p8,116.04,63.0,,
10816.519,,llama3.2:3b,run2_p8,129.59,63.0,,
10817.043,,llama3.2:3b,run2_p8,129.80,63.0,,
10817.566,,llama3.2:3b,run2_p8,130.39,63.0,,
10818.091,,llama3.2:3b,run2_p8,131.05,64.0,,
10818.615,,llama3.2:3b,run2_p8,131.45,64.0,,
10819.140,,llama3.2:3b,run2_p8,131.40,64.0,,
10819.665,,llama3.2:3b,run2_p8,131.67,64.0,,
10820.217,,llama3.2:3b,run2_p9,115.63,63.0,,
10820.745,,llama3.2:3b,run2_p9,110.18,60.0,,
10821.269,,llama3.2:3b,run2_p9,117.35,63.0,,
10821.831,,llama3.2:3b,run2_p9,130.45,64.0,,
10822.356,,llama3.2:3b,run2_p9,130.51,64.0,,
10822.891,,llama3.2:3b,run2_p10,100.03,64.0,,
10823.423,,llama3.2:3b,run2_p10,93.57,52.0,,
10823.947,,llama3.2:3b,run2_p10,115.57,63.0,,
10824.482,,llama3.2:3b,run2_p10,130.29,63.0,,
10825.021,,llama3.2:3b,run2_p11,130.16,63.0,,
10825.546,,llama3.2:3b,run2_p11,119.62,57.0,,
10826.071,,llama3.2:3b,run2_p11,119.70,63.0,,
10826.609,,llama3.2:3b,run2_p11,131.83,64.0,,
10827.181,,llama3.2:3b,run2_p11,132.06,64.0,,
10827.709,,llama3.2:3b,run2_p11,131.95,64.0,,
10828.235,,llama3.2:3b,run2_p11,131.91,64.0,,
10828.761,,llama3.2:3b,run2_p11,132.19,64.0,,
10829.288,,llama3.2:3b,run2_p11,132.24,64.0,,
10829.814,,llama3.2:3b,run2_p11,131.98,64.0,,
10830.343,,llama3.2:3b,run2_p11,132.01,64.0,,
10830.867,,llama3.2:3b,run2_p11,132.01,64.0,,
10831.392,,llama3.2:3b,run2_p11,131.87,64.0,,
10831.916,,llama3.2:3b,run2_p11,131.86,64.0,,
10832.451,,llama3.2:3b,run2_p11,131.75,64.0,,
10832.973,,llama3.2:3b,run2_p11,132.18,64.0,,
10833.503,,llama3.2:3b,run2_p11,132.70,64.0,,
10834.041,,llama3.2:3b,run2_p11,132.71,64.0,,
10834.566,,llama3.2:3b,run2_p11,132.45,64.0,,
10835.092,,llama3.2:3b,run2_p11,132.31,64.0,,
10835.615,,llama3.2:3b,run2_p11,132.65,64.0,,
10836.138,,llama3.2:3b,run2_p11,132.63,64.0,,
10836.662,,llama3.2:3b,run2_p11,132.55,64.0,,
10837.185,,llama3.2:3b,run2_p11,132.55,64.0,,
10837.710,,llama3.2:3b,run2_p11,132.33,65.0,,
10838.238,,llama3.2:3b,run2_p11,132.35,65.0,,
10838.768,,llama3.2:3b,run2_p12,102.95,56.0,,
10839.291,,llama3.2:3b,run2_p12,87.76,60.0,,
10839.815,,llama3.2:3b,run2_p12,116.54,64.0,,
10840.343,,llama3.2:3b,run2_p12,130.60,64.0,,
10840.866,,llama3.2:3b,run2_p12,130.63,64.0,,
10841.392,,llama3.2:3b,run2_p12,130.70,64.0,,
10841.920,,llama3.2:3b,run2_p13,92.76,55.0,,
10842.455,,llama3.2:3b,run2_p13,81.52,55.0,,
10842.981,,llama3.2:3b,run2_p13,111.16,63.0,,
10843.506,,llama3.2:3b,run2_p13,130.70,64.0,,
10844.032,,llama3.2:3b,run2_p13,130.45,64.0,,
10844.558,,llama3.2:3b,run2_p13,130.21,64.0,,
10845.085,,llama3.2:3b,run2_p13,130.27,64.0,,
10845.612,,llama3.2:3b,run2_p13,130.10,64.0,,
10846.134,,llama3.2:3b,run2_p13,131.21,64.0,,
10846.660,,llama3.2:3b,run2_p13,131.87,65.0,,
10847.190,,llama3.2:3b,run2_p14,97.46,64.0,,
10847.761,,llama3.2:3b,run2_p14,81.83,63.0,,
10848.290,,llama3.2:3b,run2_p14,118.83,64.0,,
10848.829,,llama3.2:3b,run2_p14,130.57,64.0,,
10849.356,,llama3.2:3b,run2_p14,130.69,64.0,,
10849.885,,llama3.2:3b,run2_p14,130.84,64.0,,
10850.410,,llama3.2:3b,run2_p14,130.94,64.0,,
10850.935,,llama3.2:3b,run2_p14,131.07,64.0,,
10851.462,,llama3.2:3b,run2_p14,131.14,64.0,,
10851.989,,llama3.2:3b,run2_p14,131.20,64.0,,
10852.517,,llama3.2:3b,run2_p14,131.25,64.0,,
10853.045,,llama3.2:3b,run2_p14,131.08,64.0,,
10853.570,,llama3.2:3b,run2_p14,130.73,64.0,,
10854.097,,llama3.2:3b,run2_p14,130.89,64.0,,
10854.626,,llama3.2:3b,run3_p0,113.70,57.0,,
10855.157,,llama3.2:3b,run3_p1,70.57,53.0,,
10855.685,,llama3.2:3b,run3_p1,81.39,61.0,,
10856.274,,llama3.2:3b,run3_p2,113.14,63.0,,
10856.817,,llama3.2:3b,run3_p3,94.90,62.0,,
10857.347,,llama3.2:3b,run3_p4,63.74,59.0,,
10857.901,,llama3.2:3b,run3_p5,57.24,58.0,,
10858.427,,llama3.2:3b,run3_p5,81.14,56.0,,
10858.961,,llama3.2:3b,run3_p6,109.68,63.0,,
10859.487,,llama3.2:3b,run3_p6,115.24,53.0,,
10860.011,,llama3.2:3b,run3_p6,117.49,63.0,,
10860.535,,llama3.2:3b,run3_p6,130.02,63.0,,
10861.060,,llama3.2:3b,run3_p6,130.30,63.0,,
10861.585,,llama3.2:3b,run3_p6,130.46,63.0,,
10862.111,,llama3.2:3b,run3_p6,130.42,63.0,,
10862.643,,llama3.2:3b,run3_p6,130.60,63.0,,
10863.168,,llama3.2:3b,run3_p6,130.98,63.0,,
10863.693,,llama3.2:3b,run3_p7,107.27,64.0,,
10864.218,,llama3.2:3b,run3_p7,94.01,52.0,,
10864.744,,llama3.2:3b,run3_p7,109.02,62.0,,
10865.270,,llama3.2:3b,run3_p7,130.40,63.0,,
10865.794,,llama3.2:3b,run3_p7,131.16,63.0,,
10866.318,,llama3.2:3b,run3_p7,131.47,64.0,,
10866.842,,llama3.2:3b,run3_p7,131.79,64.0,,
10867.369,,llama3.2:3b,run3_p7,132.02,64.0,,
10867.893,,llama3.2:3b,run3_p7,132.05,64.0,,
10868.459,,llama3.2:3b,run3_p8,131.98,64.0,,
10868.987,,llama3.2:3b,run3_p8,122.28,63.0,,
10869.526,,llama3.2:3b,run3_p8,121.57,64.0,,
10870.054,,llama3.2:3b,run3_p8,130.78,64.0,,
10870.584,,llama3.2:3b,run3_p8,130.98,64.0,,
10871.122,,llama3.2:3b,run3_p8,131.22,64.0,,
10871.669,,llama3.2:3b,run3_p8,131.08,64.0,,
10872.198,,llama3.2:3b,run3_p8,131.36,64.0,,
10872.721,,llama3.2:3b,run3_p8,131.94,64.0,,
10873.245,,llama3.2:3b,run3_p8,132.16,64.0,,
10873.770,,llama3.2:3b,run3_p8,132.43,64.0,,
10874.294,,llama3.2:3b,run3_p8,132.40,64.0,,
10874.830,,llama3.2:3b,run3_p9,112.29,64.0,,
10875.396,,llama3.2:3b,run3_p9,95.43,60.0,,
10875.923,,llama3.2:3b,run3_p9,117.37,63.0,,
10876.460,,llama3.2:3b,run3_p9,130.21,64.0,,
10876.985,,llama3.2:3b,run3_p9,130.10,64.0,,
10877.526,,llama3.2:3b,run3_p10,101.06,64.0,,
10878.051,,llama3.2:3b,run3_p10,87.95,52.0,,
10878.575,,llama3.2:3b,run3_p11,116.42,63.0,,
10879.103,,llama3.2:3b,run3_p11,122.45,57.0,,
10879.639,,llama3.2:3b,run3_p11,122.36,64.0,,
10880.168,,llama3.2:3b,run3_p11,130.44,64.0,,
10880.693,,llama3.2:3b,run3_p11,130.61,64.0,,
10881.224,,llama3.2:3b,run3_p11,130.87,64.0,,
10881.753,,llama3.2:3b,run3_p11,131.65,64.0,,
10882.282,,llama3.2:3b,run3_p11,132.74,64.0,,
10882.814,,llama3.2:3b,run3_p11,132.90,65.0,,
10883.342,,llama3.2:3b,run3_p11,132.71,64.0,,
10883.874,,llama3.2:3b,run3_p11,132.77,64.0,,
10884.401,,llama3.2:3b,run3_p11,132.74,64.0,,
10884.928,,llama3.2:3b,run3_p11,132.86,64.0,,
10885.459,,llama3.2:3b,run3_p11,132.88,64.0,,
10885.983,,llama3.2:3b,run3_p11,132.62,64.0,,
10886.511,,llama3.2:3b,run3_p11,132.87,65.0,,
10887.039,,llama3.2:3b,run3_p11,133.30,64.0,,
10887.564,,llama3.2:3b,run3_p11,133.24,65.0,,
10888.091,,llama3.2:3b,run3_p11,133.08,64.0,,
10888.616,,llama3.2:3b,run3_p11,132.79,64.0,,
10889.138,,llama3.2:3b,run3_p11,133.00,65.0,,
10889.662,,llama3.2:3b,run3_p11,133.52,65.0,,
10890.185,,llama3.2:3b,run3_p11,133.67,65.0,,
10890.708,,llama3.2:3b,run3_p11,133.66,65.0,,
10891.235,,llama3.2:3b,run3_p11,133.48,64.0,,
10891.758,,llama3.2:3b,run3_p11,133.50,65.0,,
10892.301,,llama3.2:3b,run3_p12,104.78,56.0,,
10892.824,,llama3.2:3b,run3_p12,96.22,62.0,,
10893.348,,llama3.2:3b,run3_p12,115.62,64.0,,
10893.872,,llama3.2:3b,run3_p12,131.20,64.0,,
10894.397,,llama3.2:3b,run3_p12,131.44,64.0,,
10894.921,,llama3.2:3b,run3_p12,131.73,64.0,,
10895.449,,llama3.2:3b,run3_p13,94.33,55.0,,
10895.990,,llama3.2:3b,run3_p13,84.47,60.0,,
10896.527,,llama3.2:3b,run3_p13,118.07,64.0,,
10897.064,,llama3.2:3b,run3_p13,130.82,64.0,,
10897.600,,llama3.2:3b,run3_p13,131.28,64.0,,
10898.229,,llama3.2:3b,run3_p13,115.45,56.0,,
10898.794,,llama3.2:3b,run3_p13,110.95,64.0,,
10899.527,,llama3.2:3b,run3_p13,126.21,64.0,,
10900.054,,llama3.2:3b,run3_p13,129.66,63.0,,
10900.584,,llama3.2:3b,run3_p14,95.66,53.0,,
10901.286,,llama3.2:3b,run3_p14,83.65,61.0,,
10902.006,,llama3.2:3b,run3_p14,127.60,63.0,,
10902.778,,llama3.2:3b,run3_p14,125.85,63.0,,
10903.352,,llama3.2:3b,run3_p14,126.08,63.0,,
10903.879,,llama3.2:3b,run3_p14,128.16,64.0,,
10904.407,,llama3.2:3b,run3_p14,130.31,64.0,,
10904.942,,llama3.2:3b,run3_p14,130.80,64.0,,
10905.467,,llama3.2:3b,run3_p14,130.80,64.0,,
10905.998,,llama3.2:3b,run3_p14,130.95,64.0,,
10906.521,,llama3.2:3b,run3_p14,131.18,64.0,,
10907.045,,llama3.2:3b,run3_p14,131.60,64.0,,
10907.572,,llama3.2:3b,run3_p14,131.45,65.0,,
10908.096,,llama3.2:3b,run3_p14,131.54,64.0,,
10948.012,,mistral:7b,idle,12.21,42.0,,
10948.538,,mistral:7b,idle,12.16,42.0,,
