t_mono,wall_ts,model,phase,gpu_w,gpu_temp_c,cpu_temp_c,cpu_pct
12364.892,,qwen3.5:2b,run2_p5,107.99,60.0,,
12365.419,,qwen3.5:2b,run2_p5,108.28,60.0,,
12365.943,,qwen3.5:2b,run2_p5,108.40,60.0,,
12366.470,,qwen3.5:2b,run2_p5,108.32,60.0,,
12366.993,,qwen3.5:2b,run2_p5,108.25,60.0,,
12367.521,,qwen3.5:2b,run2_p5,108.23,60.0,,
12368.045,,qwen3.5:2b,run2_p5,107.86,60.0,,
12368.569,,qwen3.5:2b,run2_p5,108.30,60.0,,
12369.098,,qwen3.5:2b,run2_p5,108.48,60.0,,
12369.624,,qwen3.5:2b,run2_p5,108.43,60.0,,
12370.152,,qwen3.5:2b,run2_p5,108.35,60.0,,
12370.677,,qwen3.5:2b,run2_p5,108.10,60.0,,
12371.204,,qwen3.5:2b,run2_p5,108.24,60.0,,
12371.728,,qwen3.5:2b,run2_p5,108.38,60.0,,
12372.251,,qwen3.5:2b,run2_p5,107.82,60.0,,
12372.775,,qwen3.5:2b,run2_p5,107.74,59.0,,
12373.299,,qwen3.5:2b,run2_p5,108.09,60.0,,
12373.829,,qwen3.5:2b,run2_p5,108.35,60.0,,
12374.352,,qwen3.5:2b,run2_p5,108.44,60.0,,
12374.884,,qwen3.5:2b,run2_p5,108.11,60.0,,
12375.408,,qwen3.5:2b,run2_p5,108.47,60.0,,
12375.933,,qwen3.5:2b,run2_p5,108.45,59.0,,
12376.460,,qwen3.5:2b,run2_p5,108.51,60.0,,
12376.983,,qwen3.5:2b,run2_p5,108.77,60.0,,
12377.509,,qwen3.5:2b,run2_p5,107.99,60.0,,
12378.034,,qwen3.5:2b,run2_p5,107.71,60.0,,
12378.560,,qwen3.5:2b,run2_p5,108.24,60.0,,
12379.083,,qwen3.5:2b,run2_p5,108.42,60.0,,
12379.605,,qwen3.5:2b,run2_p5,108.72,60.0,,
12380.129,,qwen3.5:2b,run2_p5,108.62,60.0,,
12380.679,,qwen3.5:2b,run2_p5,108.24,60.0,,
12381.203,,qwen3.5:2b,run2_p5,108.33,60.0,,
12381.728,,qwen3.5:2b,run2_p5,108.35,60.0,,
12382.254,,qwen3.5:2b,run2_p5,108.33,60.0,,
12382.778,,qwen3.5:2b,run2_p5,108.49,60.0,,
12383.300,,qwen3.5:2b,run2_p5,108.90,60.0,,
12383.826,,qwen3.5:2b,run2_p5,108.84,60.0,,
12384.349,,qwen3.5:2b,run2_p5,108.78,60.0,,
12384.872,,qwen3.5:2b,run2_p5,108.97,60.0,,
12385.398,,qwen3.5:2b,run2_p5,109.12,60.0,,
12385.924,,qwen3.5:2b,run2_p6,89.24,53.0,,
12386.448,,qwen3.5:2b,run2_p6,74.17,58.0,,
12386.974,,qwen3.5:2b,run2_p6,93.40,58.0,,
12387.502,,qwen3.5:2b,run2_p6,107.18,60.0,,
12388.026,,qwen3.5:2b,run2_p6,107.74,60.0,,
12388.552,,qwen3.5:2b,run2_p6,108.42,60.0,,
12389.076,,qwen3.5:2b,run2_p6,108.39,60.0,,
12389.599,,qwen3.5:2b,run2_p6,108.43,60.0,,
12390.126,,qwen3.5:2b,run2_p6,108.36,60.0,,
12390.653,,qwen3.5:2b,run2_p6,108.42,60.0,,
12391.176,,qwen3.5:2b,run2_p6,108.03,60.0,,
12391.724,,qwen3.5:2b,run2_p6,107.96,60.0,,
12392.247,,qwen3.5:2b,run2_p6,108.04,60.0,,
12392.771,,qwen3.5:2b,run2_p6,108.04,60.0,,
12393.294,,qwen3.5:2b,run2_p6,108.08,60.0,,
12393.819,,qwen3.5:2b,run2_p6,108.21,60.0,,
12394.343,,qwen3.5:2b,run2_p6,108.21,60.0,,
12394.871,,qwen3.5:2b,run2_p6,108.49,60.0,,
12395.397,,qwen3.5:2b,run2_p6,108.53,60.0,,
12395.922,,qwen3.5:2b,run2_p6,108.16,60.0,,
12396.446,,qwen3.5:2b,run2_p6,107.94,60.0,,
12396.980,,qwen3.5:2b,run2_p6,108.01,60.0,,
12397.504,,qwen3.5:2b,run2_p6,108.22,60.0,,
12398.027,,qwen3.5:2b,run2_p6,108.16,60.0,,
12398.553,,qwen3.5:2b,run2_p6,107.84,60.0,,
12399.075,,qwen3.5:2b,run2_p6,107.59,60.0,,
12399.600,,qwen3.5:2b,run2_p6,107.67,60.0,,
12400.128,,qwen3.5:2b,run2_p6,107.41,60.0,,
12400.655,,qwen3.5:2b,run2_p6,107.49,60.0,,
12401.180,,qwen3.5:2b,run2_p6,107.84,60.0,,
12401.706,,qwen3.5:2b,run2_p6,107.91,60.0,,
12402.232,,qwen3.5:2b,run2_p6,108.29,60.0,,
12402.759,,qwen3.5:2b,run2_p6,106.72,60.0,,
12403.288,,qwen3.5:2b,run2_p6,105.64,60.0,,
12403.817,,qwen3.5:2b,run2_p6,105.44,60.0,,
12404.345,,qwen3.5:2b,run2_p6,105.24,59.0,,
12404.876,,qwen3.5:2b,run2_p6,105.75,60.0,,
12405.403,,qwen3.5:2b,run2_p6,105.44,60.0,,
12405.928,,qwen3.5:2b,run2_p6,106.11,60.0,,
12406.454,,qwen3.5:2b,run2_p6,106.12,60.0,,
12406.983,,qwen3.5:2b,run2_p6,104.57,59.0,,
12407.512,,qwen3.5:2b,run2_p6,104.35,60.0,,
12408.040,,qwen3.5:2b,run2_p6,106.25,60.0,,
12408.563,,qwen3.5:2b,run2_p6,107.12,60.0,,
12409.117,,qwen3.5:2b,run2_p6,107.46,60.0,,
12409.645,,qwen3.5:2b,run2_p6,107.37,60.0,,
12410.168,,qwen3.5:2b,run2_p6,107.43,60.0,,
12410.697,,qwen3.5:2b,run2_p6,107.01,60.0,,
12411.227,,qwen3.5:2b,run2_p6,107.08,60.0,,
12411.754,,qwen3.5:2b,run2_p6,106.92,60.0,,
12412.279,,qwen3.5:2b,run2_p6,106.46,59.0,,
12412.809,,qwen3.5:2b,run2_p6,106.89,60.0,,
12413.338,,qwen3.5:2b,run2_p6,107.33,60.0,,
12413.868,,qwen3.5:2b,run2_p6,107.17,60.0,,
12414.395,,qwen3.5:2b,run2_p6,107.15,60.0,,
12414.932,,qwen3.5:2b,run2_p6,107.10,60.0,,
12415.460,,qwen3.5:2b,run2_p6,107.23,60.0,,
12415.984,,qwen3.5:2b,run2_p6,107.09,60.0,,
12416.509,,qwen3.5:2b,run2_p6,107.16,60.0,,
12417.037,,qwen3.5:2b,run2_p7,93.53,54.0,,
12417.564,,qwen3.5:2b,run2_p7,84.44,58.0,,
12418.094,,qwen3.5:2b,run2_p7,90.66,59.0,,
12418.620,,qwen3.5:2b,run2_p7,105.96,60.0,,
12419.148,,qwen3.5:2b,run2_p7,105.68,59.0,,
12419.674,,qwen3.5:2b,run2_p7,106.12,59.0,,
12420.200,,qwen3.5:2b,run2_p7,106.61,60.0,,
12420.724,,qwen3.5:2b,run2_p7,107.08,60.0,,
12421.248,,qwen3.5:2b,run2_p7,107.46,60.0,,
12421.780,,qwen3.5:2b,run2_p7,107.41,60.0,,
12422.311,,qwen3.5:2b,run2_p7,107.58,60.0,,
12422.848,,qwen3.5:2b,run2_p7,108.17,60.0,,
12423.374,,qwen3.5:2b,run2_p7,107.80,60.0,,
12423.899,,qwen3.5:2b,run2_p7,107.78,60.0,,
12424.429,,qwen3.5:2b,run2_p7,108.10,60.0,,
12424.960,,qwen3.5:2b,run2_p7,108.01,60.0,,
12425.490,,qwen3.5:2b,run2_p7,107.44,60.0,,
12426.015,,qwen3.5:2b,run2_p7,107.57,60.0,,
12426.543,,qwen3.5:2b,run2_p7,107.30,60.0,,
12427.077,,qwen3.5:2b,run2_p7,107.43,60.0,,
12427.623,,qwen3.5:2b,run2_p7,107.63,60.0,,
12428.149,,qwen3.5:2b,run2_p7,107.64,60.0,,
12428.681,,qwen3.5:2b,run2_p7,107.83,60.0,,
12429.206,,qwen3.5:2b,run2_p7,107.47,59.0,,
12429.735,,qwen3.5:2b,run2_p7,107.72,60.0,,
12430.271,,qwen3.5:2b,run2_p7,107.57,60.0,,
12430.815,,qwen3.5:2b,run2_p7,106.83,60.0,,
12431.346,,qwen3.5:2b,run2_p7,105.98,59.0,,
12431.872,,qwen3.5:2b,run2_p7,105.65,60.0,,
12432.397,,qwen3.5:2b,run2_p7,106.81,60.0,,
12432.921,,qwen3.5:2b,run2_p7,107.83,60.0,,
12433.445,,qwen3.5:2b,run2_p7,107.68,59.0,,
12433.973,,qwen3.5:2b,run2_p7,108.14,60.0,,
12434.502,,qwen3.5:2b,run2_p7,108.08,60.0,,
12435.028,,qwen3.5:2b,run2_p7,107.99,60.0,,
12435.567,,qwen3.5:2b,run2_p7,108.31,60.0,,
12436.098,,qwen3.5:2b,run2_p7,107.86,60.0,,
12436.647,,qwen3.5:2b,run2_p7,107.58,60.0,,
12437.178,,qwen3.5:2b,run2_p7,107.35,60.0,,
12437.701,,qwen3.5:2b,run2_p7,106.67,60.0,,
12438.232,,qwen3.5:2b,run2_p7,106.77,60.0,,
12438.761,,qwen3.5:2b,run2_p7,107.33,60.0,,
12439.293,,qwen3.5:2b,run2_p7,107.82,60.0,,
12439.818,,qwen3.5:2b,run2_p7,107.54,60.0,,
12440.341,,qwen3.5:2b,run2_p7,107.53,60.0,,
12440.866,,qwen3.5:2b,run2_p7,108.01,60.0,,
12441.389,,qwen3.5:2b,run2_p7,108.21,60.0,,
12441.912,,qwen3.5:2b,run2_p7,108.14,60.0,,
12442.435,,qwen3.5:2b,run2_p7,107.95,60.0,,
12442.957,,qwen3.5:2b,run2_p7,107.81,60.0,,
12443.482,,qwen3.5:2b,run2_p7,107.64,60.0,,
12444.005,,qwen3.5:2b,run2_p7,108.05,60.0,,
12444.527,,qwen3.5:2b,run2_p7,108.49,60.0,,
12445.051,,qwen3.5:2b,run2_p7,108.13,60.0,,
12445.574,,qwen3.5:2b,run2_p7,108.18,60.0,,
12446.097,,qwen3.5:2b,run2_p7,108.19,60.0,,
12446.632,,qwen3.5:2b,run2_p8,86.93,53.0,,
12447.155,,qwen3.5:2b,run2_p8,75.49,59.0,,
12447.713,,qwen3.5:2b,run2_p8,101.76,59.0,,
12448.238,,qwen3.5:2b,run2_p8,107.47,60.0,,
12448.762,,qwen3.5:2b,run2_p8,107.62,60.0,,
12449.285,,qwen3.5:2b,run2_p8,107.48,59.0,,
12449.813,,qwen3.5:2b,run2_p8,107.30,60.0,,
12450.339,,qwen3.5:2b,run2_p8,107.25,60.0,,
12450.864,,qwen3.5:2b,run2_p8,107.51,60.0,,
12451.388,,qwen3.5:2b,run2_p8,108.10,60.0,,
12451.916,,qwen3.5:2b,run2_p8,107.92,60.0,,
12452.446,,qwen3.5:2b,run2_p8,107.04,60.0,,
12452.968,,qwen3.5:2b,run2_p8,107.07,60.0,,
12453.495,,qwen3.5:2b,run2_p8,107.67,60.0,,
12454.026,,qwen3.5:2b,run2_p8,107.85,60.0,,
12454.554,,qwen3.5:2b,run2_p8,107.96,60.0,,
12455.078,,qwen3.5:2b,run2_p8,107.99,60.0,,
12455.601,,qwen3.5:2b,run2_p8,107.91,60.0,,
12456.132,,qwen3.5:2b,run2_p8,108.01,60.0,,
12456.657,,qwen3.5:2b,run2_p8,107.66,60.0,,
12457.184,,qwen3.5:2b,run2_p9,107.70,60.0,,
12457.710,,qwen3.5:2b,run2_p9,99.26,56.0,,
12458.234,,qwen3.5:2b,run2_p9,99.11,60.0,,
12458.762,,qwen3.5:2b,run2_p9,108.36,60.0,,
12459.287,,qwen3.5:2b,run2_p9,108.17,60.0,,
12459.812,,qwen3.5:2b,run2_p9,108.15,60.0,,
12460.339,,qwen3.5:2b,run2_p9,108.06,60.0,,
12460.863,,qwen3.5:2b,run2_p9,107.99,60.0,,
12461.389,,qwen3.5:2b,run2_p9,107.58,60.0,,
12461.918,,qwen3.5:2b,run2_p9,107.38,60.0,,
12462.442,,qwen3.5:2b,run2_p9,107.21,60.0,,
12462.980,,qwen3.5:2b,run2_p9,107.97,59.0,,
12463.506,,qwen3.5:2b,run2_p9,108.42,60.0,,
12464.033,,qwen3.5:2b,run2_p9,108.46,60.0,,
12464.558,,qwen3.5:2b,run2_p9,107.98,60.0,,
12465.087,,qwen3.5:2b,run2_p9,108.18,60.0,,
12465.610,,qwen3.5:2b,run2_p9,108.05,60.0,,
12466.134,,qwen3.5:2b,run2_p9,108.52,60.0,,
12466.660,,qwen3.5:2b,run2_p9,108.43,60.0,,
12467.187,,qwen3.5:2b,run2_p9,108.21,60.0,,
12467.710,,qwen3.5:2b,run2_p9,108.13,60.0,,
12468.237,,qwen3.5:2b,run2_p9,108.11,60.0,,
12468.776,,qwen3.5:2b,run2_p9,108.13,60.0,,
12469.303,,qwen3.5:2b,run2_p9,107.75,60.0,,
12469.827,,qwen3.5:2b,run2_p9,107.27,60.0,,
12470.351,,qwen3.5:2b,run2_p9,106.72,60.0,,
12470.878,,qwen3.5:2b,run2_p9,105.70,59.0,,
12471.405,,qwen3.5:2b,run2_p9,105.77,60.0,,
12471.937,,qwen3.5:2b,run2_p9,106.08,60.0,,
12472.461,,qwen3.5:2b,run2_p9,106.02,59.0,,
12472.986,,qwen3.5:2b,run2_p9,107.05,60.0,,
12473.509,,qwen3.5:2b,run2_p9,108.16,60.0,,
12474.033,,qwen3.5:2b,run2_p9,108.43,60.0,,
12474.555,,qwen3.5:2b,run2_p9,108.20,60.0,,
12475.079,,qwen3.5:2b,run2_p9,108.35,60.0,,
12475.603,,qwen3.5:2b,run2_p9,108.11,60.0,,
12476.127,,qwen3.5:2b,run2_p9,107.96,60.0,,
12476.651,,qwen3.5:2b,run2_p9,108.11,60.0,,
12477.175,,qwen3.5:2b,run2_p9,108.13,60.0,,
12477.700,,qwen3.5:2b,run2_p9,108.13,60.0,,
12478.225,,qwen3.5:2b,run2_p9,108.13,60.0,,
12478.750,,qwen3.5:2b,run2_p9,108.01,60.0,,
12479.277,,qwen3.5:2b,run2_p9,108.48,60.0,,
12479.799,,qwen3.5:2b,run2_p9,108.12,60.0,,
12480.326,,qwen3.5:2b,run2_p9,106.05,60.0,,
12480.850,,qwen3.5:2b,run2_p9,105.54,60.0,,
12481.374,,qwen3.5:2b,run2_p9,107.03,60.0,,
12481.899,,qwen3.5:2b,run2_p9,107.02,60.0,,
12482.427,,qwen3.5:2b,run2_p9,106.16,60.0,,
12482.950,,qwen3.5:2b,run2_p9,106.16,60.0,,
12483.478,,qwen3.5:2b,run2_p9,106.36,60.0,,
12484.003,,qwen3.5:2b,run2_p9,107.07,60.0,,
12484.529,,qwen3.5:2b,run2_p9,107.68,60.0,,
12485.052,,qwen3.5:2b,run2_p9,108.00,60.0,,
12485.579,,qwen3.5:2b,run2_p9,108.26,60.0,,
12486.104,,qwen3.5:2b,run2_p9,108.50,60.0,,
12486.628,,qwen3.5:2b,run2_p9,108.06,60.0,,
12487.152,,qwen3.5:2b,run2_p9,107.55,60.0,,
12487.678,,qwen3.5:2b,run2_p9,106.82,60.0,,
12488.204,,qwen3.5:2b,run2_p9,105.63,60.0,,
12488.731,,qwen3.5:2b,run2_p9,104.22,60.0,,
12489.330,,qwen3.5:2b,run2_p10,100.93,54.0,,
12489.891,,qwen3.5:2b,run2_p10,89.22,59.0,,
12490.419,,qwen3.5:2b,run2_p10,99.71,60.0,,
12490.958,,qwen3.5:2b,run2_p10,107.51,60.0,,
12491.483,,qwen3.5:2b,run2_p10,106.88,60.0,,
12492.011,,qwen3.5:2b,run2_p10,106.42,60.0,,
12492.538,,qwen3.5:2b,run2_p10,106.89,60.0,,
12493.065,,qwen3.5:2b,run2_p10,107.18,60.0,,
12493.593,,qwen3.5:2b,run2_p10,107.85,60.0,,
12494.118,,qwen3.5:2b,run2_p10,107.93,60.0,,
12494.642,,qwen3.5:2b,run2_p10,108.35,60.0,,
12495.166,,qwen3.5:2b,run2_p10,108.40,60.0,,
12495.693,,qwen3.5:2b,run2_p10,108.55,60.0,,
12496.224,,qwen3.5:2b,run2_p10,108.51,60.0,,
12496.751,,qwen3.5:2b,run2_p10,108.44,60.0,,
12497.274,,qwen3.5:2b,run2_p10,108.54,60.0,,
12497.800,,qwen3.5:2b,run2_p10,108.12,60.0,,
12498.323,,qwen3.5:2b,run2_p10,108.07,60.0,,
12498.846,,qwen3.5:2b,run2_p10,108.42,60.0,,
12499.371,,qwen3.5:2b,run2_p10,108.56,60.0,,
12499.893,,qwen3.5:2b,run2_p10,108.58,60.0,,
12500.415,,qwen3.5:2b,run2_p10,108.05,60.0,,
12500.945,,qwen3.5:2b,run2_p11,81.14,52.0,,
12501.472,,qwen3.5:2b,run2_p11,69.11,59.0,,
12501.998,,qwen3.5:2b,run2_p11,94.49,59.0,,
12502.530,,qwen3.5:2b,run2_p11,105.79,60.0,,
12503.054,,qwen3.5:2b,run2_p11,106.16,60.0,,
12503.581,,qwen3.5:2b,run2_p11,106.15,60.0,,
12504.105,,qwen3.5:2b,run2_p11,105.67,59.0,,
12504.630,,qwen3.5:2b,run2_p11,106.64,60.0,,
12505.154,,qwen3.5:2b,run2_p11,106.94,59.0,,
12505.676,,qwen3.5:2b,run2_p11,106.92,60.0,,
12506.201,,qwen3.5:2b,run2_p11,107.78,60.0,,
12506.725,,qwen3.5:2b,run2_p11,106.79,59.0,,
12507.249,,qwen3.5:2b,run2_p11,104.71,59.0,,
12507.778,,qwen3.5:2b,run2_p11,105.04,60.0,,
12508.303,,qwen3.5:2b,run2_p11,105.93,60.0,,
12508.829,,qwen3.5:2b,run2_p11,105.56,59.0,,
12509.355,,qwen3.5:2b,run2_p11,105.79,59.0,,
12509.882,,qwen3.5:2b,run2_p11,105.40,59.0,,
12510.410,,qwen3.5:2b,run2_p11,106.55,60.0,,
12510.933,,qwen3.5:2b,run2_p11,107.09,59.0,,
12511.457,,qwen3.5:2b,run2_p11,106.68,60.0,,
12511.981,,qwen3.5:2b,run2_p11,105.97,60.0,,
12512.505,,qwen3.5:2b,run2_p11,106.00,60.0,,
12513.028,,qwen3.5:2b,run2_p11,107.16,60.0,,
12513.553,,qwen3.5:2b,run2_p11,107.91,60.0,,
12514.080,,qwen3.5:2b,run2_p11,107.78,60.0,,
12514.612,,qwen3.5:2b,run2_p11,108.16,60.0,,
12515.141,,qwen3.5:2b,run2_p11,108.48,60.0,,
12515.668,,qwen3.5:2b,run2_p11,108.60,60.0,,
12516.194,,qwen3.5:2b,run2_p11,108.84,60.0,,
12516.720,,qwen3.5:2b,run2_p11,108.51,59.0,,
12517.244,,qwen3.5:2b,run2_p11,108.25,60.0,,
12517.770,,qwen3.5:2b,run2_p11,108.18,60.0,,
12518.297,,qwen3.5:2b,run2_p11,107.93,60.0,,
12518.822,,qwen3.5:2b,run2_p11,107.94,60.0,,
12519.350,,qwen3.5:2b,run2_p11,108.19,60.0,,
12519.879,,qwen3.5:2b,run2_p11,107.89,60.0,,
12520.405,,qwen3.5:2b,run2_p11,107.66,60.0,,
12520.932,,qwen3.5:2b,run2_p11,107.85,60.0,,
12521.459,,qwen3.5:2b,run2_p11,108.34,60.0,,
12521.984,,qwen3.5:2b,run2_p11,108.24,60.0,,
12522.508,,qwen3.5:2b,run2_p11,108.31,59.0,,
12523.030,,qwen3.5:2b,run2_p11,108.19,60.0,,
12523.555,,qwen3.5:2b,run2_p11,107.99,60.0,,
12524.080,,qwen3.5:2b,run2_p11,108.07,60.0,,
12524.603,,qwen3.5:2b,run2_p11,108.00,60.0,,
12525.128,,qwen3.5:2b,run2_p11,107.19,60.0,,
12525.654,,qwen3.5:2b,run2_p11,107.24,60.0,,
12526.185,,qwen3.5:2b,run2_p11,106.61,60.0,,
12526.711,,qwen3.5:2b,run2_p11,105.56,60.0,,
12527.241,,qwen3.5:2b,run2_p11,105.45,60.0,,
12527.774,,qwen3.5:2b,run2_p11,106.25,60.0,,
12528.297,,qwen3.5:2b,run2_p11,107.36,60.0,,
12528.821,,qwen3.5:2b,run2_p11,106.94,60.0,,
12529.343,,qwen3.5:2b,run2_p11,107.14,60.0,,
12529.868,,qwen3.5:2b,run2_p11,107.13,60.0,,
12530.396,,qwen3.5:2b,run2_p11,107.41,60.0,,
12530.920,,qwen3.5:2b,run2_p11,107.71,60.0,,
12531.445,,qwen3.5:2b,run2_p11,106.39,60.0,,
12531.968,,qwen3.5:2b,run2_p11,106.47,60.0,,
12532.492,,qwen3.5:2b,run2_p11,107.63,60.0,,
12533.017,,qwen3.5:2b,run2_p11,107.89,60.0,,
12533.540,,qwen3.5:2b,run2_p11,108.32,60.0,,
12534.065,,qwen3.5:2b,run2_p11,108.36,60.0,,
12534.588,,qwen3.5:2b,run2_p11,108.45,60.0,,
12535.119,,qwen3.5:2b,run2_p11,108.31,60.0,,
12535.643,,qwen3.5:2b,run2_p11,108.01,60.0,,
12536.195,,qwen3.5:2b,run2_p12,88.99,60.0,,
12536.718,,qwen3.5:2b,run2_p12,79.53,52.0,,
12537.247,,qwen3.5:2b,run2_p12,91.94,60.0,,
12537.769,,qwen3.5:2b,run2_p12,106.76,60.0,,
12538.298,,qwen3.5:2b,run2_p12,106.82,60.0,,
12538.824,,qwen3.5:2b,run2_p12,107.38,59.0,,
12539.349,,qwen3.5:2b,run2_p12,107.19,60.0,,
12539.874,,qwen3.5:2b,run2_p12,107.36,60.0,,
12540.421,,qwen3.5:2b,run2_p12,107.74,59.0,,
12540.945,,qwen3.5:2b,run2_p12,108.09,60.0,,
12541.469,,qwen3.5:2b,run2_p12,107.73,60.0,,
12541.991,,qwen3.5:2b,run2_p12,107.70,60.0,,
12542.516,,qwen3.5:2b,run2_p12,107.68,60.0,,
12543.049,,qwen3.5:2b,run2_p12,108.07,60.0,,
12543.575,,qwen3.5:2b,run2_p12,107.81,60.0,,
12544.127,,qwen3.5:2b,run2_p12,107.79,60.0,,
12545.262,,qwen3.5:2b,run2_p12,107.64,60.0,,
12545.802,,qwen3.5:2b,run2_p12,107.95,60.0,,
12546.328,,qwen3.5:2b,run2_p12,107.74,60.0,,
12546.854,,qwen3.5:2b,run2_p12,107.06,60.0,,
12547.379,,qwen3.5:2b,run2_p12,107.20,60.0,,
12547.905,,qwen3.5:2b,run2_p12,107.48,60.0,,
12548.428,,qwen3.5:2b,run2_p12,107.62,60.0,,
12548.952,,qwen3.5:2b,run2_p12,108.37,60.0,,
12549.478,,qwen3.5:2b,run2_p12,108.49,60.0,,
12550.000,,qwen3.5:2b,run2_p12,108.59,60.0,,
12550.526,,qwen3.5:2b,run2_p12,108.28,60.0,,
12551.051,,qwen3.5:2b,run2_p12,108.18,60.0,,
12551.576,,qwen3.5:2b,run2_p12,108.67,60.0,,
12552.102,,qwen3.5:2b,run2_p12,108.36,60.0,,
12552.629,,qwen3.5:2b,run2_p12,107.76,60.0,,
12553.153,,qwen3.5:2b,run2_p12,107.84,60.0,,
12553.680,,qwen3.5:2b,run2_p12,107.77,60.0,,
12554.211,,qwen3.5:2b,run2_p12,108.49,60.0,,
12554.738,,qwen3.5:2b,run2_p12,108.58,60.0,,
12555.261,,qwen3.5:2b,run2_p12,108.27,60.0,,
12555.785,,qwen3.5:2b,run2_p12,107.84,59.0,,
12556.311,,qwen3.5:2b,run2_p12,107.81,60.0,,
12556.835,,qwen3.5:2b,run2_p12,108.34,60.0,,
12557.359,,qwen3.5:2b,run2_p12,108.62,60.0,,
12557.885,,qwen3.5:2b,run2_p12,108.50,60.0,,
12558.411,,qwen3.5:2b,run2_p12,108.78,60.0,,
12558.936,,qwen3.5:2b,run2_p12,108.85,60.0,,
12559.461,,qwen3.5:2b,run2_p12,108.69,60.0,,
12559.988,,qwen3.5:2b,run2_p12,109.01,60.0,,
12560.516,,qwen3.5:2b,run2_p12,108.54,60.0,,
12561.038,,qwen3.5:2b,run2_p12,108.35,60.0,,
12561.564,,qwen3.5:2b,run2_p12,108.71,60.0,,
12562.087,,qwen3.5:2b,run2_p12,108.76,60.0,,
12562.613,,qwen3.5:2b,run2_p12,108.44,60.0,,
12563.140,,qwen3.5:2b,run2_p12,108.44,60.0,,
12563.663,,qwen3.5:2b,run2_p12,108.65,60.0,,
12564.191,,qwen3.5:2b,run2_p12,108.70,60.0,,
12564.721,,qwen3.5:2b,run2_p12,108.72,60.0,,
12565.244,,qwen3.5:2b,run2_p12,108.55,60.0,,
12565.767,,qwen3.5:2b,run2_p12,108.79,60.0,,
12566.293,,qwen3.5:2b,run2_p12,109.09,60.0,,
12566.817,,qwen3.5:2b,run2_p12,108.78,60.0,,
12567.340,,qwen3.5:2b,run2_p12,108.06,60.0,,
12567.863,,qwen3.5:2b,run2_p12,106.72,60.0,,
12568.397,,qwen3.5:2b,run2_p12,106.38,60.0,,
12568.921,,qwen3.5:2b,run2_p12,106.71,60.0,,
12569.445,,qwen3.5:2b,run2_p12,107.61,60.0,,
12569.971,,qwen3.5:2b,run2_p12,108.72,60.0,,
12570.499,,qwen3.5:2b,run2_p12,108.88,60.0,,
12571.024,,qwen3.5:2b,run2_p12,108.79,61.0,,
12571.549,,qwen3.5:2b,run2_p12,108.95,60.0,,
12572.073,,qwen3.5:2b,run2_p12,108.93,60.0,,
12572.599,,qwen3.5:2b,run2_p12,109.07,60.0,,
12573.129,,qwen3.5:2b,run2_p12,108.69,60.0,,
12573.653,,qwen3.5:2b,run2_p12,108.24,60.0,,
12574.176,,qwen3.5:2b,run2_p12,108.61,60.0,,
12574.699,,qwen3.5:2b,run2_p12,108.89,60.0,,
12575.225,,qwen3.5:2b,run2_p12,108.49,60.0,,
12575.756,,qwen3.5:2b,run2_p12,108.81,61.0,,
12576.285,,qwen3.5:2b,run2_p12,108.72,60.0,,
12576.817,,qwen3.5:2b,run2_p12,108.83,60.0,,
12577.344,,qwen3.5:2b,run2_p12,108.90,60.0,,
12577.871,,qwen3.5:2b,run2_p12,109.09,60.0,,
12578.399,,qwen3.5:2b,run2_p12,108.78,60.0,,
12578.928,,qwen3.5:2b,run2_p12,108.30,60.0,,
12579.461,,qwen3.5:2b,run2_p12,108.38,60.0,,
12579.987,,qwen3.5:2b,run2_p12,108.57,60.0,,
12580.512,,qwen3.5:2b,run2_p12,108.67,60.0,,
12581.038,,qwen3.5:2b,run2_p12,108.88,61.0,,
12581.563,,qwen3.5:2b,run2_p12,109.15,60.0,,
12582.090,,qwen3.5:2b,run2_p12,114.94,61.0,,
12582.615,,qwen3.5:2b,run2_p12,114.71,60.0,,
12583.140,,qwen3.5:2b,run2_p12,108.48,60.0,,
12583.675,,qwen3.5:2b,run2_p12,108.35,60.0,,
12584.199,,qwen3.5:2b,run2_p12,108.16,60.0,,
12584.729,,qwen3.5:2b,run2_p12,108.70,60.0,,
12585.256,,qwen3.5:2b,run2_p12,108.48,60.0,,
12585.782,,qwen3.5:2b,run2_p12,108.34,61.0,,
12586.306,,qwen3.5:2b,run2_p12,108.76,60.0,,
12586.831,,qwen3.5:2b,run2_p12,108.82,60.0,,
12587.370,,qwen3.5:2b,run2_p12,108.51,60.0,,
12587.900,,qwen3.5:2b,run2_p12,108.41,60.0,,
12588.431,,qwen3.5:2b,run2_p12,108.68,61.0,,
12588.954,,qwen3.5:2b,run2_p12,108.44,59.0,,
12589.477,,qwen3.5:2b,run2_p12,108.10,60.0,,
12590.002,,qwen3.5:2b,run2_p12,108.42,60.0,,
12590.533,,qwen3.5:2b,run2_p13,100.93,61.0,,
12591.059,,qwen3.5:2b,run2_p13,88.44,53.0,,
12591.583,,qwen3.5:2b,run2_p13,95.87,60.0,,
12592.108,,qwen3.5:2b,run2_p13,107.54,59.0,,
12592.633,,qwen3.5:2b,run2_p13,107.78,60.0,,
12593.155,,qwen3.5:2b,run2_p13,108.17,60.0,,
12593.678,,qwen3.5:2b,run2_p13,108.29,60.0,,
12594.201,,qwen3.5:2b,run2_p13,108.16,60.0,,
12594.726,,qwen3.5:2b,run2_p13,108.64,60.0,,
